status,family,pval,qval,G,gene_short_name,id,ensembl_gene_id,hgnc_symbol,entrezgene,iqr_count,num_cells_expressed
OK,negbinomial.size,0.075905342401661,0.116049691990211,G21343,CHD3,NM_001005271+NM_005852+NM_001005273,ENSG00000170004,CHD3,1107,2.61890983264449,1491
OK,negbinomial.size,1.27083190285492e-05,5.98490893008565e-05,G21346,NAA38,NM_032356,ENSG00000183011,NAA38,84316,2.96576884081408,2008
OK,negbinomial.size,0.000136978002331874,0.000471999009561891,G21349,CNTROB,NM_001037144+NM_053051,ENSG00000170037,CNTROB,116840,2.39231742277876,541
OK,negbinomial.size,5.51719759358948e-05,0.000217223113279223,G21356,PER1,NM_002616,ENSG00000179094,PER1,5187,2.8073549220576,849
OK,negbinomial.size,0.355295394061412,0.42813758910657,G21358,TMEM107,NM_032354+NM_183065,ENSG00000179029,TMEM107,84314,2.63226821549951,1062
OK,negbinomial.size,0.00337201310452646,0.00771869531127405,G21359,VAMP2,NM_014232,ENSG00000220205,VAMP2,6844,3.01742069022143,2038
OK,negbinomial.size,1.72608019443497e-08,1.79528248794457e-07,G21360,C17orf59,NM_017622,NA,NA,NA,2.26303440583379,646
OK,negbinomial.size,0.279445324620065,0.349374378987667,G21364,CTC1,NM_025099+NR_046431,ENSG00000178971,CTC1,80169,2.67807190511264,746
OK,negbinomial.size,0.0413176657046987,0.0692694310087317,G2137,KLHL20,NM_014458,ENSG00000076321,KLHL20,27252,2.75488750216347,669
OK,negbinomial.size,0.0382881104140578,0.0649380163099969,G21372,NDEL1,NM_030808+NM_001025579,ENSG00000166579,NDEL1,81565,2.58496250072116,1380
OK,negbinomial.size,0.257584626748264,0.326519799253486,G21373,RPL26,NM_000987,ENSG00000161970,RPL26,6154,1.87169593166282,2120
OK,negbinomial.size,0.178722816783355,0.240284376756535,G21389,SCO1,NM_004589,ENSG00000133028,SCO1,6341,2.58496250072116,969
OK,negbinomial.size,4.72936496221612e-09,5.69289425051828e-08,G21399,ELAC2,NM_018127+NM_173717+NM_001165962,ENSG00000006744,ELAC2,60528,2.55888843710065,1269
OK,negbinomial.size,0.0270312217820856,0.0481717075105939,G214,S100PBP,NM_001256121+NM_022753,ENSG00000116497,S100PBP,64766,2.52356195605701,723
OK,negbinomial.size,0.286341408425185,0.356810246413053,G21418,ZSWIM7,NM_001042698+NM_001042697,ENSG00000214941,ZSWIM7,125150,2.51457317282976,1387
OK,negbinomial.size,0.0912551075020722,0.135805297264937,G21419,TTC19,NM_017775+NM_001271420,ENSG00000011295,TTC19,54902,2.71620703399941,1517
OK,negbinomial.size,3.18336359814798e-08,3.07815806647936e-07,G21421,LRRC75A-AS1,NR_027177+NR_045023+NR_045025+NR_045024+NR_045022+NR_045026+NR_027167+NR_027166+NR_027165+NR_045027+NR_027158+NR_027174+NR_027171+NR_027160+NR_027161+NR_027169+NR_027173+NR_027164+NR_027179+NR_027178+NR_027176+NR_027175+NR_027172+NR_027667+NR_027170+NR_027159+NR_045029+NR_045028+NR_045021+NR_027168+NR_027163+NR_027162,ENSG00000175061,LRRC75A-AS1,NA,2.00898707740936,2175
OK,negbinomial.size,0.237007903771969,0.304454660679189,G21423,UBB,NM_001281716+NM_018955+NM_001281720+NM_001281719+NM_001281718+NM_001281717,ENSG00000170315,UBB,7314,2.35198532874354,2192
OK,negbinomial.size,3.9468778035784e-09,4.89456219927277e-08,G21427,ZNF287,NM_020653,ENSG00000141040,ZNF287,57336,2.70043971814109,543
OK,negbinomial.size,1.17854229844348e-05,5.62658903773016e-05,G21433,FLCN,NM_144997+NM_144606,ENSG00000154803,FLCN,201163,2.67807190511264,1612
OK,negbinomial.size,3.61150303719339e-14,1.417593453034e-12,G21436,MED9,NM_018019,ENSG00000141026,MED9,55090,2.47230997219671,716
OK,negbinomial.size,6.83524691378221e-12,1.64118641323473e-10,G21437,RASD1,NM_016084+NM_001199989,ENSG00000108551,RASD1,51655,3.53796502118399,1308
OK,negbinomial.size,5.45026423599765e-13,1.61858505008509e-11,G21441,SREBF1,NM_004176+NM_001005291,ENSG00000072310,SREBF1,6720,2.75488750216347,1473
OK,negbinomial.size,0.457602966383217,0.526809433882642,G21444,ATPAF2,NM_145691,ENSG00000171953,ATPAF2,91647,3.04439411935845,846
OK,negbinomial.size,0.540816200893849,0.605014545919852,G21445,DRG2,NM_001388,ENSG00000108591,DRG2,1819,2.69977614490453,1084
