status,family,pval,qval,G,gene_short_name,id,ensembl_gene_id,hgnc_symbol,entrezgene,iqr_count,num_cells_expressed
OK,negbinomial.size,0.984528106609009,1,G5706,FSTL5,NM_001128427+NM_001128428+NM_020116,ENSG00000168843,FSTL5,56884,3.12338241550528,791
OK,negbinomial.size,0.886567157453533,1,G571,PLEKHA6,NM_014935,ENSG00000143850,PLEKHA6,22874,3.04439411935845,1084
OK,negbinomial.size,0.0754589234679684,0.353158714913851,G5711,TENM3,NM_001080477,ENSG00000218336,TENM3,55714,3.23266075679028,682
OK,negbinomial.size,0.126936027889917,0.510685588141788,G5712,SORBS2,NM_001145670+NM_003603+NM_001145673+NM_001145671+NM_001145672+NM_001270771+NM_021069+NM_001145675+NM_001145674,ENSG00000154556,SORBS2,8470,3.04073242536735,1613
OK,negbinomial.size,0.0772177775039009,0.359514067048143,G5714,PDE6B,NM_001145291+NM_000283+NM_001145292,ENSG00000133256,PDE6B,5158,2.50752937170208,791
OK,negbinomial.size,0.836141126292224,1,G5716,PIGG,NM_017733+NM_001127178+NM_001289052+NM_001289051+NR_110293+NM_001289053+NM_001289057+NM_001289055,ENSG00000174227,PIGG,54872,2.41503749927884,1130
OK,negbinomial.size,0.165709087746199,0.607644859533991,G5717,GAK,NM_005255+NM_001286833,ENSG00000178950,GAK,2580,2.65334647576877,1332
OK,negbinomial.size,0.821484764259548,1,G5719,WHSC1,NM_001042424+NM_133331+NM_133330+NM_133335+NM_007331+NM_133334,NA,NA,NA,2.63226821549951,1052
OK,negbinomial.size,0.66134054404193,1,G572,SOX13,NM_005686,ENSG00000143842,SOX13,9580,2.32192809488736,685
OK,negbinomial.size,0.598333760916556,1,G5720,LETM1,NM_012318,ENSG00000168924,LETM1,3954,2.70043971814109,1091
OK,negbinomial.size,0.946530379923046,1,G5721,SLBP,NM_006527,ENSG00000163950,SLBP,7884,2.55458885167764,1434
OK,negbinomial.size,0.944721248466296,1,G5723,MAEA,NM_005882+NM_001017405,ENSG00000090316,MAEA,10296,2.61470984411521,1349
OK,negbinomial.size,0.459296741834053,0.988632242870662,G5724,ADD1,NM_176801+NM_001119+NM_014189+NM_014190+NM_001286645,ENSG00000087274,ADD1,118,2.4594316186373,1667
OK,negbinomial.size,0.985694095731312,1,G5726,RNF4,NM_002938+NM_001185010+NM_001185009,ENSG00000063978,RNF4,6047,2.77258950389693,1284
OK,negbinomial.size,0.805541464099687,1,G5728,TNIP2,NM_001161527+NM_024309+NM_001292016,ENSG00000168884,TNIP2,79155,2.20163386116965,852
